Rk,Gtm,Date,Unnamed: 3,Opp,Rslt,Tm,Opp.1,OT,ORtg,DRtg,Pace,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA,eFG%.1,TOV%.1,ORB%.1,FT/FGA.1,Team,Season,SeasonType
8.0,8.0,2024-11-06,@,DEN,L,122.0,124.0,,113.3,115.2,107.7,0.23,0.4,0.554,53.9,65.9,13.9,11.8,0.52,11.3,23.6,0.18,0.562,14.8,27.7,0.27,OKC,2025,reg
9.0,9.0,2024-11-08,,HOU,W,126.0,107.0,,123.7,105.1,101.8,0.256,0.411,0.629,53.9,52.2,8.8,13.3,0.589,9.9,17.1,0.222,0.494,14.4,29.2,0.2,OKC,2025,reg
10.0,10.0,2024-11-10,,GSW,L,116.0,127.0,,117.9,129.1,98.4,0.277,0.351,0.55,52.9,59.5,4.1,13.0,0.505,9.4,29.8,0.223,0.624,13.1,32.5,0.18,OKC,2025,reg
11.0,11.0,2024-11-11,,LAC,W,134.0,128.0,,134.0,128.0,100.0,0.253,0.505,0.663,61.8,66.0,16.0,11.6,0.615,9.8,22.0,0.242,0.675,20.6,42.9,0.25,OKC,2025,reg
12.0,12.0,2024-11-13,,NOP,W,106.0,88.0,,113.3,94.1,93.5,0.182,0.443,0.558,65.2,51.3,17.1,14.3,0.528,6.9,11.9,0.148,0.448,20.4,44.7,0.128,OKC,2025,reg
13.0,13.0,2024-11-15,,PHO,W,99.0,83.0,,104.1,87.3,95.1,0.198,0.44,0.5,48.5,58.3,6.3,28.9,0.451,10.0,25.0,0.187,0.353,15.5,21.6,0.4,OKC,2025,reg
14.0,14.0,2024-11-17,,DAL,L,119.0,121.0,,125.0,127.1,95.2,0.287,0.483,0.607,64.6,67.4,11.6,8.8,0.575,7.5,16.7,0.218,0.542,13.8,45.0,0.357,OKC,2025,reg
15.0,15.0,2024-11-19,@,SAS,L,104.0,110.0,,102.3,108.2,101.7,0.07,0.53,0.504,49.5,58.5,15.7,10.8,0.49,12.0,25.5,0.06,0.584,18.7,19.0,0.157,OKC,2025,reg
16.0,16.0,2024-11-20,,POR,W,109.0,99.0,,112.2,101.9,97.1,0.253,0.341,0.539,51.6,60.0,14.4,19.5,0.489,12.2,31.3,0.22,0.5,20.8,34.0,0.253,OKC,2025,reg
17.0,17.0,2024-11-25,@,SAC,W,130.0,109.0,,133.1,111.6,97.7,0.291,0.36,0.67,41.3,58.3,6.1,5.5,0.64,13.4,33.3,0.233,0.529,11.0,21.4,0.195,OKC,2025,reg
18.0,18.0,2024-11-27,@,GSW,W,105.0,101.0,,103.7,99.8,101.3,0.306,0.435,0.544,54.3,66.7,9.9,18.8,0.524,12.7,17.0,0.188,0.439,13.0,31.0,0.153,OKC,2025,reg
19.0,19.0,2024-11-29,@,LAL,W,101.0,93.0,,110.4,101.7,91.4,0.172,0.43,0.505,50.0,52.6,13.1,8.6,0.478,9.1,27.8,0.129,0.527,17.1,20.0,0.219,OKC,2025,reg
20.0,20.0,2024-12-01,@,HOU,L,116.0,119.0,,117.0,120.1,99.1,0.266,0.415,0.552,52.6,71.4,5.0,7.3,0.516,6.3,23.4,0.202,0.484,8.4,30.0,0.326,OKC,2025,reg
21.0,21.0,2024-12-03,,UTA,W,133.0,106.0,,140.0,111.6,95.0,0.108,0.461,0.622,51.4,60.4,18.9,8.6,0.603,7.0,37.5,0.098,0.636,26.7,36.7,0.243,OKC,2025,reg
22.0,22.0,2024-12-05,@,TOR,W,129.0,92.0,,126.0,89.8,102.4,0.167,0.461,0.589,48.1,57.1,14.6,24.4,0.564,5.2,25.0,0.137,0.417,16.8,22.2,0.189,OKC,2025,reg
23.0,23.0,2024-12-07,@,NOP,W,119.0,109.0,,118.1,108.2,100.7,0.247,0.376,0.631,43.8,60.0,12.9,7.1,0.6,17.5,27.0,0.2,0.551,16.5,18.6,0.278,OKC,2025,reg
24.0,24.0,2024-12-10,,DAL,W,118.0,104.0,,119.0,104.8,99.2,0.069,0.495,0.567,45.8,63.0,14.1,11.4,0.554,11.9,31.5,0.059,0.569,17.7,16.7,0.163,OKC,2025,reg
25.0,25.0,2024-12-14,,HOU,W,111.0,96.0,,111.1,96.1,99.9,0.4,0.375,0.59,53.3,52.8,12.0,8.0,0.519,11.3,11.8,0.35,0.422,13.0,32.8,0.156,OKC,2025,reg
26.0,26.0,2024-12-19,@,ORL,W,105.0,99.0,,108.9,102.7,96.4,0.193,0.373,0.583,55.6,57.5,15.6,14.0,0.542,12.6,11.8,0.181,0.519,18.3,26.3,0.231,OKC,2025,reg
27.0,27.0,2024-12-20,@,MIA,W,104.0,97.0,,106.4,99.2,97.7,0.198,0.395,0.556,46.1,61.5,8.2,11.6,0.535,13.0,26.1,0.14,0.506,17.1,16.3,0.157,OKC,2025,reg
28.0,28.0,2024-12-23,,WAS,W,123.0,105.0,,117.5,100.3,104.7,0.208,0.358,0.532,46.4,53.2,14.3,18.8,0.491,9.4,33.3,0.179,0.484,16.0,24.5,0.187,OKC,2025,reg
29.0,29.0,2024-12-26,@,IND,W,120.0,114.0,,123.3,117.2,97.3,0.253,0.389,0.568,53.1,45.5,4.1,7.5,0.532,2.8,18.4,0.2,0.551,10.0,23.4,0.18,OKC,2025,reg
30.0,30.0,2024-12-28,@,CHO,W,106.0,94.0,,105.5,93.6,100.4,0.159,0.432,0.563,47.3,69.0,9.0,2.2,0.534,15.3,20.0,0.136,0.431,16.3,16.7,0.313,OKC,2025,reg
31.0,31.0,2024-12-29,,MEM,W,130.0,106.0,,121.9,99.4,106.6,0.117,0.427,0.6,53.1,67.3,9.4,19.6,0.573,8.5,20.5,0.117,0.454,16.5,30.8,0.186,OKC,2025,reg
32.0,32.0,2024-12-31,,MIN,W,113.0,105.0,,115.3,107.2,98.0,0.258,0.404,0.57,53.8,59.5,16.3,4.9,0.539,10.8,21.4,0.191,0.589,22.2,26.3,0.152,OKC,2025,reg
33.0,33.0,2025-01-02,,LAC,W,116.0,98.0,,118.5,100.1,97.9,0.233,0.442,0.612,56.3,67.4,11.2,6.1,0.581,9.5,10.3,0.186,0.537,18.4,24.4,0.136,OKC,2025,reg
34.0,34.0,2025-01-03,,NYK,W,117.0,107.0,,120.7,110.4,96.9,0.25,0.321,0.627,50.6,62.8,9.3,12.1,0.595,12.2,18.4,0.202,0.528,11.0,24.4,0.133,OKC,2025,reg
35.0,35.0,2025-01-05,,BOS,W,105.0,92.0,,108.0,94.7,97.2,0.149,0.437,0.566,51.1,56.4,11.3,15.4,0.54,14.7,20.0,0.126,0.418,14.3,24.5,0.247,OKC,2025,reg
36.0,36.0,2025-01-08,@,CLE,L,122.0,129.0,,121.3,128.2,100.6,0.189,0.344,0.626,51.3,72.9,8.9,9.3,0.594,11.8,24.3,0.167,0.606,12.8,29.3,0.222,OKC,2025,reg
37.0,37.0,2025-01-10,@,NYK,W,126.0,101.0,,126.2,101.2,99.8,0.202,0.303,0.65,48.3,41.7,9.0,13.8,0.618,13.4,22.9,0.18,0.406,10.2,29.6,0.24,OKC,2025,reg
38.0,38.0,2025-01-12,@,WAS,W,136.0,95.0,,130.1,90.8,104.6,0.368,0.368,0.616,41.1,57.8,10.5,10.8,0.542,10.5,32.6,0.347,0.392,15.6,16.3,0.361,OKC,2025,reg
39.0,39.0,2025-01-14,@,PHI,W,118.0,102.0,,121.2,104.8,97.3,0.222,0.444,0.664,47.9,71.1,10.3,10.0,0.63,16.8,29.4,0.198,0.518,19.2,28.2,0.179,OKC,2025,reg
40.0,40.0,2025-01-16,,CLE,W,134.0,114.0,,126.0,107.2,106.3,0.105,0.505,0.61,55.7,47.2,11.3,10.4,0.59,6.0,17.4,0.095,0.539,17.5,26.2,0.189,OKC,2025,reg
41.0,41.0,2025-01-17,@,DAL,L,98.0,106.0,,103.9,112.3,94.4,0.132,0.505,0.509,48.3,68.6,7.4,5.9,0.495,13.5,27.5,0.088,0.6,16.7,15.8,0.213,OKC,2025,reg
42.0,42.0,2025-01-19,,BRK,W,127.0,101.0,,131.5,104.6,96.6,0.149,0.494,0.685,48.8,77.1,8.3,11.4,0.661,11.5,21.6,0.138,0.494,15.1,25.5,0.172,OKC,2025,reg
43.0,43.0,2025-01-22,,UTA,W,123.0,114.0,,122.0,113.1,100.8,0.263,0.411,0.58,57.1,45.5,14.9,7.5,0.526,9.4,31.0,0.242,0.544,21.2,46.9,0.178,OKC,2025,reg
44.0,44.0,2025-01-23,,DAL,L,115.0,121.0,,115.0,121.0,100.0,0.25,0.42,0.589,56.6,61.9,9.0,9.3,0.563,11.7,18.6,0.182,0.622,18.2,24.2,0.392,OKC,2025,reg
45.0,45.0,2025-01-26,@,POR,W,118.0,108.0,,127.4,116.6,92.6,0.326,0.337,0.58,50.6,57.1,7.6,7.3,0.528,8.1,31.1,0.27,0.519,13.8,31.0,0.296,OKC,2025,reg
46.0,46.0,2025-01-29,@,GSW,L,109.0,116.0,,108.0,114.9,100.9,0.253,0.394,0.495,45.7,52.5,7.9,7.0,0.449,11.3,32.7,0.202,0.574,13.8,17.5,0.284,OKC,2025,reg
47.0,47.0,2025-02-01,,SAC,W,144.0,110.0,,136.0,103.9,105.9,0.15,0.43,0.631,34.6,64.9,4.7,10.7,0.621,9.5,41.7,0.103,0.455,6.7,15.3,0.19,OKC,2025,reg
48.0,48.0,2025-02-03,,MIL,W,125.0,96.0,,120.6,92.6,103.7,0.081,0.414,0.61,40.2,54.9,8.7,9.3,0.596,14.2,33.3,0.071,0.446,12.8,18.0,0.14,OKC,2025,reg
49.0,49.0,2025-02-05,,PHO,W,140.0,109.0,,138.8,108.1,100.9,0.265,0.412,0.615,43.2,46.2,14.9,11.8,0.569,5.0,34.7,0.235,0.571,20.7,9.4,0.414,OKC,2025,reg
50.0,50.0,2025-02-07,,TOR,W,121.0,109.0,,127.3,114.7,95.0,0.369,0.369,0.62,48.8,60.5,10.5,14.0,0.565,10.9,28.2,0.31,0.533,10.8,29.8,0.132,OKC,2025,reg
51.0,51.0,2025-02-08,@,MEM,W,125.0,112.0,,128.5,115.1,97.3,0.2,0.4,0.547,42.1,64.4,5.1,9.4,0.514,7.3,41.2,0.162,0.519,11.7,22.7,0.346,OKC,2025,reg
52.0,52.0,2025-02-10,,NOP,W,137.0,101.0,,134.5,99.2,101.9,0.168,0.579,0.671,48.3,59.2,14.7,14.5,0.658,9.7,25.0,0.126,0.5,19.6,25.5,0.232,OKC,2025,reg
53.0,53.0,2025-02-12,,MIA,W,115.0,101.0,,120.4,105.8,95.5,0.227,0.443,0.594,52.3,51.2,10.5,6.7,0.574,11.8,23.9,0.159,0.525,15.1,25.0,0.228,OKC,2025,reg
54.0,54.0,2025-02-13,@,MIN,L,101.0,116.0,,106.4,122.3,94.9,0.273,0.33,0.512,52.4,67.6,4.2,13.2,0.46,9.2,26.1,0.227,0.485,8.4,35.1,0.202,OKC,2025,reg
55.0,55.0,2025-02-21,@,UTA,W,130.0,107.0,,130.2,107.1,99.9,0.206,0.443,0.614,45.7,82.6,10.0,20.4,0.572,10.2,37.0,0.196,0.539,17.7,29.2,0.111,OKC,2025,reg
56.0,56.0,2025-02-23,@,MIN,W,130.0,123.0,,133.7,126.5,97.2,0.233,0.407,0.686,54.3,66.7,9.3,18.2,0.669,12.1,19.4,0.174,0.539,11.4,33.3,0.303,OKC,2025,reg
57.0,57.0,2025-02-24,,MIN,L,128.0,131.0,OT,114.5,117.2,101.2,0.274,0.462,0.539,50.5,60.0,8.9,12.3,0.495,8.5,27.1,0.217,0.5,10.2,22.9,0.351,OKC,2025,reg
58.0,58.0,2025-02-26,@,BRK,W,129.0,121.0,,129.9,121.9,99.3,0.322,0.333,0.628,50.5,56.3,10.1,12.5,0.583,10.5,28.2,0.267,0.532,12.6,34.6,0.237,OKC,2025,reg
59.0,59.0,2025-02-28,@,ATL,W,135.0,119.0,,127.1,112.1,106.2,0.119,0.495,0.635,51.7,72.5,9.4,1.9,0.619,10.1,20.0,0.099,0.574,16.2,22.7,0.205,OKC,2025,reg
60.0,60.0,2025-03-02,@,SAS,W,146.0,132.0,,142.2,128.5,102.7,0.198,0.436,0.665,43.8,61.8,6.8,12.5,0.639,6.0,29.3,0.168,0.659,11.7,15.4,0.132,OKC,2025,reg
61.0,61.0,2025-03-03,,HOU,W,137.0,128.0,,128.9,120.4,106.3,0.278,0.381,0.629,50.0,64.6,10.3,9.1,0.582,10.7,29.2,0.247,0.564,12.9,30.0,0.139,OKC,2025,reg
62.0,62.0,2025-03-05,@,MEM,W,120.0,103.0,,117.4,100.7,102.3,0.218,0.414,0.629,55.7,61.4,9.8,7.0,0.592,10.3,7.3,0.195,0.456,13.7,23.4,0.22,OKC,2025,reg
63.0,63.0,2025-03-07,,POR,W,107.0,89.0,,106.5,88.6,100.5,0.202,0.452,0.585,55.2,64.1,11.9,15.4,0.548,12.4,9.3,0.179,0.389,14.2,26.4,0.158,OKC,2025,reg
64.0,64.0,2025-03-09,,DEN,W,127.0,103.0,,129.5,105.1,98.0,0.266,0.404,0.605,46.2,54.3,5.1,24.6,0.559,4.5,22.7,0.234,0.474,7.0,23.3,0.113,OKC,2025,reg
65.0,65.0,2025-03-10,,DEN,L,127.0,140.0,,128.4,141.6,98.9,0.16,0.47,0.593,53.8,61.7,9.1,11.1,0.565,9.3,27.7,0.14,0.709,11.2,27.3,0.209,OKC,2025,reg
66.0,66.0,2025-03-12,@,BOS,W,118.0,112.0,,125.1,118.7,94.4,0.427,0.451,0.606,48.2,47.5,7.4,6.5,0.567,11.0,29.7,0.305,0.543,11.6,31.3,0.106,OKC,2025,reg
67.0,67.0,2025-03-15,@,DET,W,113.0,107.0,,109.1,103.3,103.6,0.247,0.382,0.573,47.0,39.5,10.6,14.5,0.539,15.4,23.3,0.191,0.557,15.4,15.0,0.102,OKC,2025,reg
68.0,68.0,2025-03-16,@,MIL,W,121.0,105.0,,125.0,108.5,96.8,0.281,0.326,0.605,40.5,65.2,3.1,6.1,0.573,9.1,24.2,0.213,0.476,8.4,17.6,0.313,OKC,2025,reg
69.0,69.0,2025-03-19,,PHI,W,133.0,100.0,,133.7,100.5,99.5,0.222,0.578,0.673,42.7,76.6,10.1,13.2,0.656,12.4,27.5,0.167,0.463,10.5,21.4,0.126,OKC,2025,reg
70.0,70.0,2025-03-21,,CHO,W,141.0,106.0,,147.7,111.0,95.5,0.181,0.415,0.695,40.3,53.7,10.5,17.9,0.686,8.1,30.3,0.128,0.581,15.7,15.4,0.163,OKC,2025,reg
71.0,71.0,2025-03-23,@,LAC,W,103.0,101.0,,108.0,105.9,95.4,0.217,0.38,0.511,53.3,75.7,9.4,14.3,0.467,8.2,21.3,0.185,0.476,12.9,25.6,0.28,OKC,2025,reg
72.0,72.0,2025-03-25,@,SAC,W,121.0,105.0,,120.2,104.3,100.7,0.244,0.39,0.666,40.9,69.8,7.0,13.6,0.64,15.8,16.2,0.195,0.533,10.3,9.8,0.088,OKC,2025,reg
73.0,73.0,2025-03-27,,MEM,W,125.0,104.0,,121.6,101.2,102.8,0.311,0.344,0.611,44.4,63.6,8.8,10.8,0.561,10.5,18.4,0.267,0.519,17.6,11.6,0.278,OKC,2025,reg
74.0,74.0,2025-03-29,,IND,W,132.0,111.0,,128.3,107.9,102.9,0.245,0.383,0.634,47.8,54.2,8.8,8.9,0.601,8.8,18.6,0.202,0.529,11.7,17.0,0.218,OKC,2025,reg
75.0,75.0,2025-03-31,,CHI,W,145.0,117.0,,130.5,105.3,111.1,0.235,0.439,0.671,49.4,75.0,9.9,12.8,0.648,11.5,21.4,0.184,0.531,16.0,22.2,0.133,OKC,2025,reg
76.0,76.0,2025-04-02,,DET,W,119.0,103.0,,115.8,100.2,102.8,0.323,0.396,0.543,48.3,59.5,11.7,19.6,0.49,8.4,28.9,0.26,0.461,16.0,25.0,0.236,OKC,2025,reg
77.0,77.0,2025-04-04,@,HOU,L,111.0,125.0,,110.2,124.1,100.7,0.169,0.393,0.581,59.3,55.8,7.0,9.5,0.556,13.6,17.1,0.135,0.56,12.7,35.0,0.239,OKC,2025,reg
78.0,78.0,2025-04-06,,LAL,L,99.0,126.0,,105.0,133.6,94.3,0.133,0.411,0.52,55.8,51.3,9.5,6.8,0.5,6.8,20.5,0.1,0.679,15.7,24.2,0.143,OKC,2025,reg
79.0,79.0,2025-04-08,,LAL,W,136.0,120.0,,134.7,118.8,101.0,0.192,0.356,0.603,50.6,50.0,8.9,12.5,0.587,5.8,31.3,0.135,0.575,16.5,29.3,0.35,OKC,2025,reg
80.0,80.0,2025-04-09,@,PHO,W,125.0,112.0,,125.4,112.4,99.6,0.314,0.349,0.639,46.3,53.3,11.0,4.4,0.593,10.9,21.6,0.267,0.569,13.6,20.0,0.149,OKC,2025,reg
81.0,81.0,2025-04-11,@,UTA,W,145.0,111.0,,134.6,103.1,107.7,0.13,0.53,0.686,54.8,73.2,11.1,10.0,0.68,8.6,11.6,0.09,0.461,12.5,31.1,0.155,OKC,2025,reg
82.0,82.0,2025-04-13,@,NOP,W,115.0,100.0,,114.1,99.3,100.8,0.276,0.48,0.523,46.5,39.0,7.9,7.5,0.464,8.3,32.1,0.245,0.423,11.1,22.9,0.253,OKC,2025,reg
1.0,1.0,2024-10-23,@,MIA,W,116.0,97.0,,120.7,100.9,96.1,0.229,0.51,0.549,41.8,68.3,8.3,16.7,0.521,11.7,36.0,0.167,0.457,10.4,18.8,0.268,ORL,2025,reg
2.0,2.0,2024-10-25,,BRK,W,116.0,101.0,,118.3,103.0,98.1,0.44,0.4,0.648,48.7,71.8,10.2,15.2,0.62,12.7,14.7,0.307,0.506,17.1,19.0,0.205,ORL,2025,reg
3.0,3.0,2024-10-26,@,MEM,L,111.0,124.0,,105.7,118.0,105.0,0.322,0.552,0.559,50.6,56.8,9.5,11.5,0.523,16.1,25.0,0.23,0.61,15.7,17.1,0.221,ORL,2025,reg
4.0,4.0,2024-10-28,,IND,W,119.0,115.0,,120.1,116.1,99.1,0.458,0.494,0.597,48.9,66.7,7.1,10.2,0.548,13.1,27.5,0.337,0.54,11.4,30.0,0.227,ORL,2025,reg
5.0,5.0,2024-10-30,@,CHI,L,99.0,102.0,,99.8,102.9,99.2,0.233,0.535,0.522,56.3,71.4,9.1,16.0,0.471,11.2,11.8,0.209,0.506,13.6,20.0,0.202,ORL,2025,reg
6.0,6.0,2024-11-01,@,CLE,L,109.0,120.0,,105.9,116.6,102.9,0.267,0.367,0.542,55.7,63.4,9.7,8.2,0.517,12.2,14.3,0.178,0.592,11.9,17.9,0.195,ORL,2025,reg
7.0,7.0,2024-11-03,@,DAL,L,85.0,108.0,,85.1,108.2,99.8,0.204,0.441,0.419,55.2,61.3,8.0,7.5,0.376,12.9,24.1,0.161,0.553,16.6,28.6,0.165,ORL,2025,reg
8.0,8.0,2024-11-04,@,OKC,L,86.0,102.0,,84.0,99.6,102.4,0.329,0.415,0.458,50.6,69.0,11.7,9.3,0.384,16.8,15.9,0.28,0.529,15.6,12.8,0.141,ORL,2025,reg
9.0,9.0,2024-11-06,@,IND,L,111.0,118.0,,116.3,123.6,95.5,0.317,0.305,0.594,48.6,61.9,6.3,10.0,0.555,14.6,23.8,0.244,0.618,11.2,12.5,0.316,ORL,2025,reg
10.0,10.0,2024-11-08,,NOP,W,115.0,88.0,,118.6,90.7,97.0,0.244,0.372,0.604,41.9,62.2,9.3,15.1,0.57,13.6,30.6,0.198,0.44,14.9,15.8,0.167,ORL,2025,reg
11.0,11.0,2024-11-10,,WAS,W,121.0,94.0,,130.1,101.0,93.0,0.275,0.527,0.593,45.7,61.0,6.4,12.8,0.544,10.5,33.3,0.242,0.528,17.0,19.4,0.25,ORL,2025,reg
12.0,12.0,2024-11-12,,CHO,W,114.0,89.0,,111.6,87.1,102.2,0.204,0.473,0.562,52.7,58.1,11.7,15.2,0.532,9.8,16.7,0.161,0.482,19.6,18.6,0.095,ORL,2025,reg
13.0,13.0,2024-11-13,,IND,W,94.0,90.0,,98.1,94.0,95.8,0.179,0.452,0.519,45.1,76.5,8.4,18.5,0.482,15.8,27.7,0.155,0.44,15.6,15.9,0.19,ORL,2025,reg
14.0,14.0,2024-11-15,,PHI,W,98.0,86.0,,107.3,94.2,91.3,0.282,0.474,0.559,44.2,44.1,12.0,14.6,0.506,17.0,28.2,0.244,0.472,18.1,15.8,0.25,ORL,2025,reg
15.0,15.0,2024-11-18,@,PHO,W,109.0,99.0,,123.5,112.1,88.3,0.329,0.382,0.626,54.2,71.8,5.7,16.7,0.586,11.2,21.6,0.263,0.494,12.1,34.8,0.205,ORL,2025,reg
16.0,16.0,2024-11-20,@,LAC,L,93.0,104.0,,98.1,109.7,94.8,0.32,0.467,0.543,67.1,63.6,11.6,12.7,0.493,14.1,5.6,0.253,0.565,22.5,40.5,0.221,ORL,2025,reg
17.0,17.0,2024-11-21,@,LAL,W,119.0,118.0,,121.7,120.7,97.8,0.231,0.44,0.594,42.9,72.1,8.2,8.9,0.555,14.5,35.7,0.198,0.58,9.2,21.4,0.195,ORL,2025,reg
18.0,18.0,2024-11-23,,DET,W,111.0,100.0,,123.9,111.6,89.6,0.253,0.448,0.574,43.6,62.5,14.5,21.4,0.529,13.4,41.5,0.218,0.553,16.7,27.0,0.227,ORL,2025,reg
19.0,19.0,2024-11-25,@,CHO,W,95.0,84.0,,101.4,89.6,93.7,0.181,0.489,0.468,57.1,56.8,12.8,14.0,0.457,7.3,25.0,0.096,0.46,24.5,33.3,0.2,ORL,2025,reg
20.0,20.0,2024-11-27,,CHI,W,133.0,119.0,,127.4,114.0,104.4,0.311,0.433,0.65,48.7,65.2,9.6,17.8,0.594,11.3,18.9,0.289,0.621,16.1,17.9,0.126,ORL,2025,reg
21.0,21.0,2024-11-29,@,BRK,W,123.0,100.0,,126.8,103.1,97.0,0.265,0.422,0.664,46.7,65.9,13.4,27.1,0.639,15.5,26.8,0.205,0.584,19.4,14.7,0.13,ORL,2025,reg
22.0,22.0,2024-12-01,@,BRK,W,100.0,92.0,,103.8,95.5,96.4,0.432,0.378,0.568,38.8,67.6,10.4,22.9,0.507,20.0,35.9,0.338,0.43,15.5,17.4,0.304,ORL,2025,reg
23.0,23.0,2024-12-03,@,NYK,L,106.0,121.0,,102.2,116.7,103.7,0.287,0.448,0.541,50.6,52.6,8.7,8.0,0.489,14.0,20.9,0.241,0.594,16.8,14.7,0.235,ORL,2025,reg
24.0,24.0,2024-12-04,@,PHI,W,106.0,102.0,,118.1,113.6,89.8,0.25,0.345,0.568,45.5,51.2,14.5,13.5,0.536,13.1,39.0,0.19,0.555,13.4,27.8,0.134,ORL,2025,reg
25.0,25.0,2024-12-06,@,PHI,L,94.0,102.0,,98.7,107.1,95.2,0.218,0.59,0.55,49.3,63.6,8.4,11.3,0.506,19.7,22.9,0.192,0.525,14.8,25.0,0.241,ORL,2025,reg
26.0,26.0,2024-12-08,,PHO,W,115.0,110.0,,115.4,110.4,99.6,0.341,0.409,0.568,47.0,40.5,11.0,10.9,0.545,11.4,31.8,0.216,0.548,18.5,23.1,0.229,ORL,2025,reg
27.0,27.0,2024-12-10,@,MIL,L,109.0,114.0,,110.2,115.2,98.9,0.29,0.29,0.52,44.6,46.3,11.1,8.5,0.473,11.8,31.9,0.226,0.617,15.4,13.9,0.247,ORL,2025,reg
28.0,28.0,2024-12-15,,NYK,L,91.0,100.0,,96.2,105.7,94.6,0.151,0.349,0.496,53.6,66.7,8.5,21.3,0.471,14.1,20.8,0.116,0.535,18.4,19.4,0.338,ORL,2025,reg
29.0,29.0,2024-12-19,,OKC,L,99.0,105.0,,102.7,108.9,96.4,0.321,0.449,0.556,44.4,71.4,6.2,11.5,0.519,18.3,26.3,0.231,0.542,12.6,11.8,0.181,ORL,2025,reg
30.0,30.0,2024-12-21,,MIA,W,121.0,114.0,,122.0,114.9,99.2,0.31,0.425,0.612,48.1,55.8,5.0,20.9,0.557,11.6,24.4,0.276,0.54,13.8,18.4,0.44,ORL,2025,reg
31.0,31.0,2024-12-23,,BOS,W,108.0,104.0,,104.2,100.4,103.6,0.253,0.398,0.585,49.4,70.3,10.6,17.6,0.524,17.8,17.5,0.253,0.488,16.5,18.6,0.262,ORL,2025,reg
32.0,32.0,2024-12-26,,MIA,L,88.0,89.0,,92.5,93.6,95.1,0.234,0.377,0.518,45.5,41.2,12.6,13.0,0.474,21.3,24.3,0.195,0.507,20.4,17.5,0.158,ORL,2025,reg
33.0,33.0,2024-12-27,,NYK,L,85.0,108.0,,90.8,115.4,93.6,0.138,0.379,0.461,57.1,62.5,7.5,5.0,0.425,15.6,25.6,0.126,0.56,16.7,35.3,0.32,ORL,2025,reg
34.0,34.0,2024-12-29,,BRK,W,102.0,101.0,,114.3,113.2,89.2,0.301,0.434,0.543,47.5,81.1,7.8,7.0,0.518,12.1,35.6,0.193,0.527,16.6,25.7,0.329,ORL,2025,reg
35.0,35.0,2025-01-01,@,DET,L,96.0,105.0,,96.0,104.9,100.0,0.22,0.385,0.481,59.8,48.6,18.0,10.0,0.451,11.5,18.4,0.154,0.595,21.7,27.3,0.139,ORL,2025,reg
36.0,36.0,2025-01-03,@,TOR,W,106.0,97.0,,121.4,111.1,87.3,0.215,0.557,0.613,46.8,86.5,11.5,15.7,0.589,13.9,28.6,0.165,0.538,11.4,18.9,0.138,ORL,2025,reg
37.0,37.0,2025-01-05,,UTA,L,92.0,105.0,,94.7,108.1,97.1,0.133,0.48,0.444,53.8,71.4,8.2,8.2,0.429,9.6,26.4,0.082,0.549,19.8,27.5,0.198,ORL,2025,reg
38.0,38.0,2025-01-06,@,NYK,W,103.0,94.0,,117.3,107.0,87.8,0.231,0.397,0.599,49.4,59.0,8.0,8.5,0.571,12.3,25.0,0.179,0.469,11.7,26.8,0.222,ORL,2025,reg
39.0,39.0,2025-01-09,,MIN,L,89.0,104.0,,95.3,111.4,93.4,0.218,0.46,0.467,51.5,63.6,4.3,19.6,0.437,14.4,26.5,0.149,0.471,9.2,29.2,0.282,ORL,2025,reg
40.0,40.0,2025-01-10,,MIL,L,106.0,109.0,,110.5,113.7,95.9,0.302,0.465,0.544,49.4,54.1,8.3,8.6,0.512,10.1,25.0,0.209,0.572,12.3,17.9,0.169,ORL,2025,reg
41.0,41.0,2025-01-12,,PHI,W,104.0,99.0,,109.9,104.6,94.6,0.35,0.375,0.563,41.4,59.0,10.6,20.9,0.531,15.6,31.6,0.238,0.542,18.1,9.4,0.292,ORL,2025,reg
42.0,42.0,2025-01-15,@,MIL,L,93.0,122.0,,88.9,116.6,104.6,0.221,0.484,0.446,60.5,72.7,12.4,1.7,0.411,11.1,16.4,0.158,0.674,19.4,11.5,0.347,ORL,2025,reg
43.0,43.0,2025-01-17,@,BOS,L,94.0,121.0,,105.6,135.9,89.1,0.378,0.39,0.491,52.6,44.1,3.4,7.0,0.445,11.1,28.6,0.256,0.631,10.0,30.6,0.25,ORL,2025,reg
44.0,44.0,2025-01-19,,DEN,L,100.0,113.0,,103.5,117.0,96.6,0.157,0.402,0.459,59.4,78.9,15.5,11.5,0.431,6.0,26.7,0.118,0.565,18.8,36.1,0.338,ORL,2025,reg
45.0,45.0,2025-01-21,@,TOR,L,93.0,109.0,,101.4,118.8,91.7,0.224,0.365,0.498,46.7,45.7,5.5,4.1,0.465,13.0,27.5,0.165,0.623,12.3,12.8,0.247,ORL,2025,reg
46.0,46.0,2025-01-23,,POR,L,79.0,101.0,,83.2,106.4,95.0,0.408,0.329,0.441,48.8,65.4,9.5,11.1,0.382,19.7,29.2,0.276,0.543,14.2,21.1,0.146,ORL,2025,reg
47.0,47.0,2025-01-25,,DET,W,121.0,113.0,,118.6,110.7,102.1,0.458,0.398,0.607,50.6,55.0,7.8,6.6,0.572,13.1,21.1,0.313,0.523,14.0,25.6,0.267,ORL,2025,reg
